index,detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
47,positive,positive,"[przepyszny, wspaniały, dyskretny, długi, posiłek, piękny, różny, minus, świetny, czas]","[od, poukrywać, jedzenie, zakątek, przepyszny, wspaniały, pozwalać, skończyć, układ, począć, stolik, deser, dyskretny, za, a, długi, posiłek, wystać, piękny, na, różny, serwis, minus, willa, delektować, w, oczekiwanie, zakąska, świetny, się, czas]",5.0,0.17204301075268816,"Wspaniały wystój ,w pięknej willi. Układ stolików poukrywanych w różnych zakątkach pozwala na delektowanie się posiłkiem. Przepyszne jedzenie począwszy od zakąsek ,a skończywszy na deserze, Minus za długi czas oczekiwania. Świetny ,dyskretny serwis.",33.0,31.0,10.0
48,positive,positive,"[ten, klasyczny, restauracja, pani, restauracja, wiec, miejsce, zabytkowy, karty]","[ten, klasyczny, jako, nie, restauracja, ogród, być, centrum, pani, daleko, restauracja, wiec, miejsce, na, od, przez, zabytkowy, willa, to, znajoma, w, jola, karty, z]",5.0,0.0625,"Zachecony przez znajoma, ktora jest czestym gosciem tej restauracji ( Pani Jola ;) - postanowilem z odwiedzic to miejsce. Chociaz dosc daleko od scislego centrum- to nie zaluje. Restauracja w zabytkowej willi z duzym ogrodem. Klasyczna, wiec postawilismy na klasyke z karty. Sledzie jako przystawka,...Więcej",45.0,24.0,9.0
49,positive,positive,"[zagraniczny, elegancki, fajny, kuchnia, miejsce, znajomy, polski, profesjonalny, dyskretny, obcokrajowiec, piękny, czas, delegacja]","[położyć, z, żeby, karta, wewnątrz, zagraniczny, elegancki, personel, fajny, kuchnia, danie, miejsce, bardzo, sznyt, znajomy, kamienica, kwiat, jak, lub, polski, profesjonalny, fusion, znający, spędzić, wystroić, dyskretny, zaprosić, wśród, zarówno, obcokrajowiec, i, piękny, lokal, otocznia, w, zielenić, czas, chcący, delegacja]",5.0,0.17887667887667885,Lokal położony w eleganckiej kamienicy wśród kwiatów i zieleni. Piękny wystroi zarówno wewnątrz jak i otocznie. Bardzo profesjonalny personel. Dyskretny i znający kartę. Dania kuchni polskiej i ze sznytem fusion. Bardzo fajne miejsce żeby zaprosić zagraniczną delegację lub znajomych obcokrajowców chcących spędzić czas w polskiej...Więcej,45.0,39.0,13.0
50,positive,positive,"[smakowity, główny, niezły]","[w, fan, całkiem, być, podać, być, deser, smakowity, d, i, tu, główny, bardzo, danie, niezły, tatar, beza, dobra, szybko]",4.0,0.07017543859649122,"jestem fanem tatara, tu był całkiem niezły :D
danie główne smakowite i podane w bardzo szybko.
deser beza, dobra",19.0,19.0,3.0
51,positive,positive,"[dobry, kuchnia, klimatyczny, miejsce]","[przyjemny, można, dobry, stolik, ogroda, usiąść, szczególnie, kiedy, kuchnia, przy, klimatyczny, miejsce, bardzo, lato, w, na, poziom]",5.0,0.11372549019607844,"Bardzo przyjemne miejsce, szczególnie latem kiedy można usiąść przy stoliku w ogrodzie. Bardzo klimatyczne miejsce!
Kuchnia na bardzo dobrym poziomie!",20.0,17.0,4.0
52,positive,positive,"[przyzwoity, wystrój, restauracja, znakomity, kuchnia, ładny]","[klasa, przyzwoity, lokalizacja, wystrój, za, restauracja, cena, taki, znakomity, być, kwiat, kuchnia, na, ładny, podawać, posiłki, piękne, bardzo, jak, dobre, z, dobra]",5.0,0.14772727272727273,"znakomita kuchnia - posiłki podawane z klasą, są bardzo dobre za przyzwoitą cenę jak na takie ""warunki"" ;) , piękne kwiaty, ładny wystrój restauracji, dobra lokalizacja",26.0,22.0,6.0
53,negative,positive,"[kolejny, raz, każdy, świetny, klient, dań]","[maić, zamawiać, wart, ale, kolejny, czekać, raz, wrócić, dla, cena, na, każdy, detal, świetny, właściciel, tam, a, jedzenie, się, chętnie, nie, klient, super, starter, dań, dbać, kelner, gratulacje, serwis, o, chwila, nudzić]",5.0,-0.03125,"Super jedzenie, świetny serwis
Na jedzenie się chwile czeka ale mając starter klient się nie nudzi a kelnerzy dbają o każdy detal
Chętnie tam kolejny raz wrócę
Ceny warte zamawianych dań
Gratulacje dla właścicieli",34.0,32.0,6.0
54,positive,negative,"[smaczny, droga, wystrój, bez, małe, przepiękny, restauracja]","[porcja, jedzonko, smaczny, i, droga, wystrój, zarzut, bez, małe, bardzo, obsługa, stosunkowo, przepiękny, restauracja, aczkolwiek]",3.0,0.2888888888888889,"Jedzonko bardzo smaczne, aczkolwiek restauracja droga i stosunkowo małe porcje. Przepiękny wystrój, obsługa bez zarzutu.",15.0,15.0,7.0
55,negative,positive,"[wystrój, prosty]","[ojcowie, wszystko, być, jedzenie, powiedzieć, wystrój, deser, krótko, prosty, super, obsługa]",5.0,-0.09090909090909093,"Powiem krótko. Jest oo prostu wszystko super. Jest
Jedzenie super. Super desery. Obsługa super. Wystrój super.",16.0,11.0,2.0
56,positive,positive,"[elegancki, wspaniały, wystrój, klimatyczny, miejsce]","[wszystko, najwyższy, i, na, elegancki, wspaniały, wystrój, klimatyczny, miejsce, bardzo, obsługa, poziom, medal]",5.0,0.16483516483516486,"Bardzo eleganckie i klimatyczne miejsce. Wspaniały wystrój, wszystko na najwyższym poziomie. Obsługa na medal.",14.0,13.0,5.0
57,positive,positive,"[wieczór, mankament, udany, przyjaciel, uroczy, miła, pyszny]","[bezowy, wieczór, zbliżać, potraw, trzeba, obsługa, parking, próg, mankament, ponieważ, obiad, my, być, przy, tort, bardzo, cena, już, udany, do, zaprowadzić, jedzenie, się, propozycja, spędzić, deser, deszcz, nadzwyczajny, niewygórowany, a, z, od, przyjaciel, uroczy, miła, kelner, pyszny, środek, wina]",4.0,0.1452991452991453,"Obiad z przyjaciółmi bardzo udany,bo już od progu byliśmy zaopiekowani. Ponieważ zbliżał się deszcz kelner zaprowadził nas do środka. Propozycja wina do potraw udana przy niewygórowanych cenach. Jedzenie pyszne, a desery - tort bezowy- nadzwyczajne.
Spędziliśmy uroczy wieczór z miłą obsługą. Mankamenty- parking- trzeba szukać...Więcej",45.0,39.0,7.0
58,negative,positive,"[okazja, bez, pozytywny, zły, rozczarowanie, atmosfera, podobny]","[brak, przyjemny, okazja, dziwo, stolik, skusić, wyjazd, być, bez, cena, opinia, przy, pozytywny, zły, nota, poziom, wiele, lokal, rezerwacja, do, obsługa, zorganizować, zajrzeć, mimo, a, warszawa, wreszcie, o, rozczarowanie, zastrzeżenie, postanowić, atmosfera, jakość, w, na, dobre, podobny, dobra, potraw]",5.0,-0.07051282051282051,"Przy okazji wyjazdu do Warszawy postanowiłem wreszcie zajrzeć (nota bene skuszony pozytywnymi opiniami). O dziwo bez rozczarowania / bez zastrzeżeń. Stolik zorganizowany mimo braku rezerwacji, przyjemna atmosfera, dobra obsługa, jakość potraw bez zastrzeżeń. Ceny dobre (w wielu gorszych lokalach są na podobnym poziomie a nawet...Więcej",45.0,39.0,7.0
59,positive,positive,"[idealny, ten, udany, wysoki, miejsce, lekko, nienaganny, jeden, restauracja, elegancki, pyszny, randka, biznesowy]","[warto, idealny, wybór, sala, ten, serwować, ale, poszukiwać, serwować, beza, cena, udany, na, sernik, lub, wysoki, miejsce, danie, lekko, meeting, wart, nienaganny, cena, jeden, restauracja, elegancki, zarezerwować, pyszny, randka, deser, środek, oraz, od, stolik, po, biznesowy, obsługa, z, zachwycać, powalać]",5.0,0.038095238095238085,"Jesli poszukujesz eleganckiej restauracji na udany meeting biznesowy lub randkę.. idealne miejsce. Ceny lekko wysokie, ale serwowane dania oraz nienaganna obsługa warte sa tych cen. Zachwyca wybór deserów serwowanych na środku jednej z sal... od pysznych serników po powalającą bezę ! Warto zarezerwować stolik. Na...Więcej",45.0,40.0,13.0
60,negative,positive,"[inny, ograniczony, wysoki, sezonowy]","[zawsze, chcieć, inny, coś, ograniczony, wysoki, że, a, powodować, samo, i, na, danie, to, bardzo, menu, brak, poziom, sezonowy, zamawiać]",4.0,-0.06428571428571428,Dania na wysokim poziomie jedanak brak sezonowego menu i bardzo ograniczone menu powoduje że zawsze zamawiam to samo a chciałbym coś innego,22.0,20.0,4.0
61,positive,positive,"[doskonały, osobny, kolacja, wspaniały, komfort, poza, atmosfera, osoba, dyskretny, przypadek, biznesowy, różany, choinka, wyjście, świąteczny, inny]","[zawsze, doskonały, osobny, kolacja, ozdoba, wspaniały, być, oferować, salka, życzenie, komfort, kiedy, grupa, poza, to, atmosfera, jak, chcieć, osoba, rezerwacja, tym, dyskretny, przypadek, jedzenie, przeszkadzać, biznesowy, niezastąpiony, różany, choinka, wyjście, nie, świąteczny, oraz, złożyć, w, muzyka, kilka, obsługa, była, inny]",5.0,0.05500000000000002,"Wyjście biznesowe w grupie kilku osób, była to kolacja świąteczna. Różana oferuje komfort rezerwacji osobnej salki, ktora jest niezastąpiona w przypadku kiedy chcemy złożyć życzenia nie przeszkadzając innym. Poza tym wspaniała atmosfera świąteczna , choinka, ozdoby, dyskretna muzyka. Jedzenie doskonałe oraz obsługa jak zawsze przemiła,...Więcej",45.0,40.0,16.0
62,positive,positive,[miła],"[słowa, norma, tutaj, często, nie, rodzina, powiedzieć, złe, i, rachunek, móc, w, obsługa, wpadać, z, rodzina, miła]",5.0,0.1176470588235294,"Często wpadam tutaj z rodziną i nie możemy powiedzieć złego słowa. Rodzina zadowolowa, rachunek w normie i obsługa miła.",19.0,17.0,1.0
63,positive,positive,"[cudowny, wspaniały, cudowny, restauracja, miła]","[cudowny, jedzenie, i, klimat, bardzo, wspaniały, cudowny, obsługa, restauracja, super, miła, jeszcze]",5.0,0.30952380952380953,"Wspaniała restauracja, cudowny klimat i jeszcze cudowniejsza , bardzo miła obsługa . Jedzenie super .",15.0,12.0,5.0
64,positive,positive,"[go, fantastyczny, miły, miejsce, atmosfera]","[przyjemny, rozbiegany, jedzenie, za, dużo, przesmaczny, go, fantastyczny, trochę, personel, miły, i, piękno, miejsce, bardzo, atmosfera, być, willa, mało, jakby, kwiat]",5.0,0.12698412698412698,"Piękna willa, przesmaczne jedzenie, bardzo miły personel (trochę rozbiegany jakby było go trochę za mało) fantastyczna atmosfera i dużo kwiatów. Bardzo przyjemne miejsce.",23.0,21.0,5.0
65,positive,positive,"[wystrój, świeży, restauracja, smaczny, duży]","[sprawiać, ciasto, zawsze, urządzenie, jedzenie, się, wystrój, dużo, świeży, restauracja, że, smaczny, duży, wybór, dom, deser, pokój, bardzo, jak, w, kwiat, czuć, tort]",5.0,0.07246376811594203,"Wystrój urządzenie pokojów sprawia, że czujemy się w restauracji jak w domu.
Dużo kwiatów zawsze świeżych.
Jedzenie bardzo smaczne , duży wybór deserów ciast tortów !",26.0,23.0,5.0
66,negative,positive,"[sprawny, odpowiednio, nic]","[obsługa, sprawny, tylko, wpadać, lunch, odpowiednio, wykwintnie, i, na, zarabiać, bardzo, w, nic, smacznie, pracować, okolica]",4.0,-0.0546875,"Smacznie i wykwintnie. Bardzo sprawna obsługa nic tylko pracować w okolicy, odpowiednio zarabiać i wpadać na lunch!",17.0,16.0,3.0
67,neutral,positive,"[ten, restauracja]","[ten, w, jedzenie, mi, ale, być, że, prawda, chętnie, polskie, wręcz, on, i, na, wiedzieć, lubić, powinien, on, u, jadać, danie, polak, smakować, restauracja]",5.0,0.0,"Wiem, że jestem Polakiem i wręcz powinienem lubić polskie dania ale na prawdę w tej restauracji smakuje mi ich jedzenie i chętnie u nich jadam.",25.0,24.0,2.0
68,positive,positive,"[przepiękny, każdy, świeży, poezja, profesjonalny, przemiły, restauracja, wysoki, wnętrze]","[dużać, jakość, przepiękny, względem, każdy, świeży, poezja, profesjonalny, przemiły, wypełnić, pod, bezowy, restauracja, ilość, a, spełnić, nasze, wysoki, i, ciasto, polecać, szczerze, danie, obsługa, oczekiwanie, zielenić, wnętrze, kwiat]",5.0,0.22193877551020408,"Restauracja spełniła nasze oczekiwania pod każdym względem. Profesjonalna, przemiła obsługa, przepiękne wnętrze wypełnione duża ilością zieleni i świeżych kwiatów. Dania najwyższej jakości, a ciasta bezowe.... poezja. Szczerze polecam.",28.0,28.0,9.0
69,positive,positive,"[doskonały, przesympatyczny, smaczny, przystępny, miejsce, romantyczny, wykwintny]","[doskonały, przesympatyczny, smaczny, i, na, przystępny, miejsce, danie, romantyczny, obsługa, cena, spotkanie, wykwintny]",5.0,0.3423076923076923,"Doskonała restauracja..idealne miejsce na romantyczne spotkanie .Wykwintne smaczne dania ,przystępna cena i przesympatyczna obsługa.",14.0,13.0,7.0
70,positive,positive,"[go, doskonały, elegancki, życie, ciężki, zimowy, noga, romantyzm, wnętrze, przytulność, jeden, dobry, dobry, jaki, nowoczesność, drewniany, ściana]","[mebel, nadawać, kolory, go, doskonały, stonować, elegancki, pewne, życie, no, na, ciężki, zimowy, zasłona, bardzo, noga, rosół, zimne, jeśli, postawić, romantyzm, wnętrze, przytulność, estetyczny, jeden, jako, dobry, dobry, jaki, połączenie, określić, miąć, jeść, wieczor, nie, z, jeść, i, w, nowoczesność, drewniany, ściana]",5.0,0.15079655793941507,"Doskonały rosół, jeden z najlepszych, jeśli nie najlepszy, jaki jadłam w życiu. Postawił mnie na nogi pewnego zimne go zimowego wieczora.
Wnętrza bardzo estetyczne, określiłabym je jako połączenie romantyzmu z nowoczesnością. Przytulności nadają eleganckie ciężkie zasłony, stonowane kolory ścian i drewniane meble. No i te...Więcej",45.0,42.0,17.0
71,positive,positive,"[wystrój, miejsce, gust, cały, pyszny]","[w, jedzenie, wystrój, rodzina, miejsce, i, gust, szeroki, cały, mi, to, menu, obsługa, na, poziom, pyszny, wpaść, chwalić]",5.0,0.05555555555555555,"Jedzenie pyszne, wystrój wpadł mi w gust, menu szerokie i obsługa na poziomie. Cała rodzina chwali to miejsce;",18.0,18.0,5.0
72,positive,positive,"[stary, wystrój, elegancki, pozytywny, pomocny, apetycznie, sztuka, ładny, styl, smaczny, restauracja, znaczenie, miła]","[stary, klasa, co, odrobina, z, serwować, wystrój, przepych, elegancki, pozytywny, robić, pomocny, apetycznie, wykonywać, sztuka, na, ładny, bardzo, styl, danie, poziom, tym, obsługa, się, zgodnie, pachnąco, smaczny, restauracja, znać, zadanie, i, czysto, swoje, znaczenie, wino, w, z, miła]",5.0,0.1638471177944862,"Bardzo elegancka restauracja. Ładny wystrój, domowy...w starym stylu z odrobiną przepychu (w pozytywnym znaczeniu). Czysto i pachnąco. Bardzo miła i pomocna obsługa. Swoje zadania wykonują z klasą, 'na poziomie', znają się na tym co robią. Wino serwowane zgodnie ze sztuką. Dania bardzo smaczne, apetycznie podane....Więcej",45.0,38.0,13.0
73,neutral,positive,"[przepyszny, atmosfera, raz]","[dobre, jedzenie, klasa, i, przepyszny, mila, polecać, zamierzać, atmosfera, pierwsza, tam, wolowy, raz, jeszcze]",5.0,0.0,"Polecam, mila atmosfera, obsluga i przepyszne, dobre jedzenie - poledwica wolowa pierwsza klasa. Zamierzam wpasc tam jeszcze raz.",18.0,14.0,3.0
74,positive,positive,"[wejście, inny, wspaniały, czas, miejsce, kulinarny, rodzinny, profesjonalny, świeży, wrażenie]","[wejście, można, piękne, że, inny, wspaniały, wybrać, na, bukiet, czas, pozostać, miejsce, jak, odnieść, kulinarny, rodzinny, estetyczny, w, obiad, się, nasz, zarówno, niż, profesjonalny, świeży, przenosić, coś, wrażenie, więcej, i, kwiat, wszędzie, stylowy, obsługa, pobyt]",5.0,0.08571428571428573,"Miejsce wybraliśmy na rodzinny obiad w czasie pobytu w stolicy.Wrazenia zarówno kulinarne jak i estetyczne na dlugo pozostaną w naszej pamięci.Od wejścia można odnieść wrażenie, że przenosimy się w czasie. Wspaniałe stylowe wnętrze.Wokół piękne bukiety świeżych kwiatów. Coś cudownego.Bajkowo:)
Obsługa inna niż wszędzie. Profesjonalna ,...Więcej",45.0,35.0,10.0
75,negative,positive,"[miejsce, kolejny, raz, dawny]","[bezowy, pięknie, to, się, miejsce, kolejny, lato, chętnie, jeść, raz, by, a, zaaranżować, klimat, rewelacja, polecać, odwiedzić, tort, w, dawny, przenieść, po]",5.0,-0.09090909090909093,Polecam to miejsce pięknie zaaranżowane a tort bezowy rewelacja!! Chętnie odwiedzimy je po raz kolejny by przenieść się w klimaty dawnych lat.,22.0,22.0,4.0
76,positive,positive,"[przepiękny, rak, migdałowy, profesjonalny, chłodnik, wnętrze]","[przepiękny, naleśnik, rak, migdałowy, profesjonalny, absolutnie, i, chłodnik, polecać, kaczka, obsługa, piec, wnętrze, z, beza, ta]",5.0,0.27083333333333337,"Przepiękne wnętrze. Profesjonalna obsługa. Naleśniki z rakami, pieczona kaczka, chłodnik i ta BEZA migdałowa.. Absolutnie polecam!",16.0,16.0,6.0
77,positive,positive,"[który, miejsce, zachwyt, słodki]","[beza, który, za, klimat, nie, przedwojenny, miąć, wprawić, ukryć, zjeść, miejsce, i, zachwyt, świat, przed, słodki, idealnie, w, zbilansować, była]",5.0,0.2,"Miejsce ukryta przed światem, klimat przedwojennego Mokotowa. Zjadłem bezę, która była idealnie zbilansowana (nie za słodka) i wprawiła mnie w zachwyt.",21.0,20.0,4.0
78,positive,positive,"[ciepły, numer, profesjonalny, wystrój, wspaniały]","[ciepły, jedzenie, numer, profesjonalny, dla, wystrój, bardzo, w, wspaniały, miąć, warszawa]",5.0,0.14049586776859505,"Wspaniałe jedzenie. Bardzo profesjonalna obsługa.Piękny ,ciepły wystrój. Dla mnie numer 1 w Warszawie.",13.0,11.0,5.0
79,positive,positive,"[wnętrze, atmosfera, elegancki, profesjonalny, miła]","[obsługa, jedzenie, wnętrze, kelnerski, polecać, bardzo, atmosfera, elegancki, w, profesjonalny, super, miła]",5.0,0.5119047619047619,"Super jedzenie, profesjonalna obsługa kelnerska. Bardzo miła atmosfera w eleganckim wnętrzu. Polecam.",12.0,12.0,5.0
80,positive,positive,"[sprawny, miejsce, atmosfera, wspaniały, wygórowany, pyszny, miła]","[niezbyt, cena, jedzenie, i, sprawny, polecać, miejsce, bardzo, atmosfera, obsługa, wspaniały, wygórowany, pyszny, miła, serdecznie]",5.0,0.1861111111111111,Wspaniałe miejsce. Miła atmosfera. Pyszne jedzenie. Bardzo miła i sprawna obsługa. Ceny niezbyt wygórowane. Serdecznie polecam.,16.0,15.0,7.0
81,positive,positive,"[wystrój, raz, restauracja, miejsce, który, tradycyjny, kolacja, znajomy, dań, klimatyczny, który, miła, miła]","[przybyć, zastawa, zaproszony, ale, wystrój, mile, raz, restauracja, miejsce, zatem, wcześnie, który, tradycyjny, znana, przez, kolacja, tamten, trzy, niewątpliwie, znajomy, wspominać, być, tym, we, w, do, zachować, proponować, potraw, polskie, już, dań, karta, i, wspomnienie, piękno, klimatyczny, obsługa, który, miła, zostać, miła]",5.0,0.07142857142857142,"Do restauracja zostałem zaproszony przez znajomych, którzy wcześniej byli już raz w tym miejscu i zachowali miłe wspomnienia. Przybyliśmy zatem we troje i mile wspominamy tamtą kolację. Miła obsługa, klimatyczny wystrój, piękna zastawa i karta dań, która proponuje niewątpliwie znane tradycyjne polskie potrawy, ale w...Więcej",45.0,42.0,13.0
