detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
neutral,positive,"[do, brutalność, się, świat, nie, opart, odwołanie, słodycz, film, zasada, inteligentny, produkować, charakter, jaki, na, przedawkować, bez, i, już, w, dostawać, popkultura]",7.0,0.0,"Dzieciaki dostają film, jakich w zasadzie już się nie produkuje - bez przedawkowania brutalności, słodyczy i odwołań do świata popkultury, inteligentny, oparty na charakterach.",24.0,22.0,6.0
positive,positive,"[do, dla, żywić, świeży, ten, rozrywka, fanatyczny, sentyment, nie, który, komiks, oryginalny]",6.0,0.25,"Miła, świeża rozrywka dla tych, którzy nie żywią fanatycznego sentymentu do oryginalnego komiksu.",13.0,12.0,6.0
negative,positive,"[sprawiać, ale, serce, się, dziwny, nie, wrażenie, też, urok, twór, nierówny, a, znać, oryginalny, i, całość, przez, to, banalny, z, trochę]",6.0,-0.06190476190476191,"Jeśli nie zna się oryginalnych Fistaszków, całość sprawia wrażenie tworu dziwnego, trochę banalnego, ale z urokiem i sercem, a przez to też nierównego.",23.0,21.0,6.0
positive,negative,"[sentymentalny, maja, nie, humor, bieg, szukać, komiks, poczucie, kin, przeszkoda, na, gazetowe, Charles, melancholijny, czego, w, przerobić, z, oryginalny, Schulz]",5.0,0.025,"Fani oryginalnego gazetowego komiksu nie mają w kinie czego szukać. Ironiczne, melancholijne poczucie humoru Charlesa Schulza przerobiono na sentymentalny bieg z przeszkodami.",22.0,20.0,5.0
negative,negative,"[móc, słowa, komiks, się, moment, nie, że, główny, być, samotność, ten, wersja, napisać, złe, producent, kontemplować, przenieść, czytelnik, o, to, kinowy, w, móc, który, udać]",5.0,-0.04,"Problemem głównym kinowej wersji Fistaszków jest to, że nie udało się przenieść tego momentu, w którym czytelnik mógł w samotności kontemplować komiks. Jednak nie mogę napisać złego słowa o producentach.",30.0,25.0,7.0
positive,positive,"[podbijać, lubić, naturalizm, tutaj, za, dużo, K2, naturalność, a, prawda, czyn, prawdziwy, się, zima, to, styl, myślenie, czyn, jej, wyłącznie, niewiarygodny, abstrakcyjny, bohaterka, ten, cenić, historia, mniej, wręcz, nie, ponadprzeciętny, oznaczać, rodzina, z, znajść, i, oraz, wielkość, o, kreatywny, jeżeli, że, fajerwerk, w, jednak, sympatyczny]",8.0,0.06888888888888889,"Jeżeli cenicie sobie naturalność, a wręcz naturalizm, jeżeli lubicie historie z fajerwerkami o ponadprzeciętnych i niewiarygodnych, a jednak prawdziwych czynach, to tutaj tego nie znajdziecie. Znajdziecie za to dużo abstrakcyjnego i kreatywnego myślenia, sympatyczną bohaterkę i jej mniej sympatyczną rodzinę oraz prawdę, że wielkość nie oznacza wyłącznie czynów w stylu podbijania K2 zimą.",53.0,45.0,10.0
positive,positive,"[do, całkiem, murowany, ten, dochodzić, intryga, miąć, postać, humor, barwny, mocny, film, mama, dla, charakter, dobry, udany, i, na, to, przepis, już, sukces]",8.0,0.16086956521739132,"Motywacja, humor, mocne charaktery i barwne postaci. Jak dla mnie to całkiem dobry przepis na udany film. Gdy do tego dochodzi intryga, to mamy już murowany sukces.",27.0,23.0,10.0
positive,positive,"[znakomicie, dzięki, nim, Russel, przykład, się, upór, aktor, trzeba, solidny, szczęście, swoje, by, spełniać, oglądać, marzenie, pokazować, i, rzemiosło, świetnie, wiele, pokazować, prowadzić, jak, historia, ta]",7.0,0.20512820512820515,"Kolejny przykład solidnego rzemiosła Russela, pokazującego jak znakomicie prowadzi aktorów. To dzięki nim ta historia świetnie się ogląda, pokazując jak wiele szczęścia i uporu trzeba, by spełniać swoje marzenia.",29.0,26.0,6.0
positive,positive,"[razem, angażować, który, relacja, gdyby, Virginia, widz, nie, żywy, uwaga, Niro, aktorstwo, i, Robert, Lawrence, spełnić, Madsen, kolejny, o, Rossellini, historia, dobre, przewidywalny, z, stworzyć]",7.0,0.035,"Byłby kolejną przewidywalną historią o spełnionym american dream, gdyby nie dobre aktorstwo Lawrence, która razem z Robertem De Niro, Virginią Madsen i Isabellą Rossellini stworzyła żywe i angażujące uwagę widza relacje.",31.0,25.0,3.0
positive,positive,"[świetny, zdecydowany, który, tempo, że, aktorka, być, kolejny, raz, już, idealny, fantastyczny, prowadzenie, Lawrence, i, udowadniać, montaż, naprawdę]",7.0,0.2222222222222222,"Świetne tempo, idealny montaż, zdecydowane prowadzenie i fantastyczna Lawrence, która kolejny już raz udowadnia, że jest naprawdę świetną aktorką.",19.0,18.0,9.0
negative,positive,"[można, wstęp, coś, chaotyczny, zarzucić, potem, już, długi, trochę, zbyt, i, filmowy, to, kopyto, akcja, rusza, z]",7.0,-0.08823529411764706,"Jeśli coś można filmowi zarzucić, to zbyt długi i trochę chaotyczny wstęp, potem już akcja rusza z kopyta.",18.0,17.0,5.0
negative,positive,"[a, Cooper, aktor, obok, on, występować, jedno, właściwie, scena, dobry, wat, procent, Niro, być, męski, dla, niepotrzebny, Lawrence, i, rekwizyt, Bradley, sto, film, się, Robert, dialog]",7.0,-0.10512820512820513,"W stu procentach film jednego aktora. Jennifer Lawrence ""zabiera"" dla siebie najlepsze sceny i dialogi, a występujący obok niej Bradley Cooper i Robert De Niro są właściwie niepotrzebnym męskim rekwizytem.",30.0,26.0,6.0
positive,positive,"[kobiecy, być, portretować, tak, silny, osobowość]",7.0,0.4444444444444444,Rzadko portretowane są tak silne osobowości kobiece.,7.0,6.0,3.0
negative,positive,"[dla, szklany, perwersyjny, dosłownie, to, na, lato, przyjemność, pierwsza, połowa, ekran, wszystek]",7.0,-0.041666666666666664,Estetyka pierwszej połowy lat 90. na szklanym ekranie to perwersyjna przyjemność dosłownie dla wszystkich.,14.0,12.0,5.0
positive,positive,"[oglądać, dawać, kopa, przynosić, nie, że, porządny, hollywoodzki, który, tak, świadomość, pozytywny, i, jednocześnie, bajeczka, typowy, oglądać, film, wcale]",7.0,0.02631578947368421,"Dawno nie oglądałem filmu, który daje tak porządnego, pozytywnego kopa i jednocześnie przynosi świadomość, że nie oglądamy wcale typowej, hollywoodzkiej bajeczki.",21.0,19.0,7.0
positive,positive,"[złamanie, amerykański, wreszcie, obserwacja, sen, reżyser, poprzeć, forma, ciekawy, dotyczyć]",6.7,0.11000000000000001,Niepokojące obserwacje dotyczące amerykańskiego snu reżyser wreszcie poparł ciekawym złamaniem formy.,11.0,10.0,4.0
negative,positive,"[tym, od, strona, konwencjonalność, baśń, się, drugi, jeden, nie, połączenie, że, tonacja, pojawiać, uciec, i, rzeczywistość, tu, bezkolizyjnie, zgrzyt, dramat, w, przebiegać, z, da, komedia, film]",6.7,-0.10576923076923077,"Problem w tym, że z jednej strony od konwencjonalności nie da się tu uciec, z drugiej - że połączenie dramatu z komedią i rzeczywistości z baśnią nie przebiega tu bezkolizyjnie i w tonacji filmu pojawiają się zgrzyty.",37.0,26.0,5.0
positive,positive,"[duch, i, na, świetnie, dramatyczny, twist, mimo, zabawny, zagrać, podtrzymywać]",6.7,0.03333333333333334,"Dygresyjny, zabawny, świetnie zagrany i mimo dramatycznych twistów podtrzymuje na duchu.",11.0,10.0,4.0
negative,positive,"[do, musieć, Russell, sam, napisać, się, pisać, aktor, nie, punkt, pod, wyjście, przeszłość, a, on, dobierać, znów, postać, zaś, gdzie, cofać, uczyć, jeszcze]",6.3,-0.05072463768115942,"Widz cofa się do przeszłości, gdzie Russell się jeszcze uczył, zaś on sam cofa się do punktu wyjścia, gdzie znów musi dobierać aktorów pod napisane postacie, a nie pisać postacie pod aktorów.",32.0,23.0,4.0
positive,positive,"[wystarczająco, następny, wat, do, ale, przemówić, dużo, dobre, przekreślać, prosić, wyjść, dać, pozostać, pełny, z, film, myślić, we, rola, bo, nie, żeby, film, miąć, całkowicie, kilka, jednak, projekcja, głowa, i, ciekawy, inny, trochę, chcieć, koniec]",6.0,0.009523809523809516,"Nie chcę całkowicie przekreślać filmu O'Russella, bo nie do końca do mnie przemówił, ale pozostało we mnie wystarczająco dużo dobrego i kilka ciekawych myśli, żeby wyjść z projekcji z pełną głową. W następnym filmie proszę jednak dać Jennifer trochę inną rolę.",41.0,35.0,8.0
positive,positive,"[być, forma, hołd, eksperyment, móc, niczym, niż, być, kobieta, który, intrygujący, niespójny, dla, więcej, układanka, ciekawy, z]",6.0,0.14705882352941177,"Film, który mógłby być ciekawym hołdem dla intrygującej kobiety, jest niczym więcej niż niespójną układanką eksperymentów z formą.",18.0,17.0,5.0
negative,positive,"[być, w, nierówny, wszystko, który, za, dużo]",6.0,-0.14285714285714285,"Szalenie nierówny, w którym wszystkiego jest za dużo.",8.0,7.0,2.0
negative,positive,"[kształt, rozczarowywać, niedosyt, pozostawiać, i, film]",6.0,-0.3333333333333333,Obecny kształt filmu pozostawia niedosyt i rozczarowuje.,7.0,6.0,2.0
negative,positive,"[do, jednak, prowadzić, i, inspirować, dobrze, bawić, posmak, równie, on, rozczarowanie, mankament, móc, poczucie]",6.0,-0.21428571428571427,"Może bawić i inspirować, jednak jego mankamenty i słodko-gorzki posmak równie dobrze mogą prowadzić do poczucia rozczarowania.",17.0,14.0,2.0
negative,positive,"[Russell, raczej, to, i, na, się, wychodzić, udawać, swoje, projekt, nie, tak]",6.0,-0.16666666666666666,"Choć projekt ""kino-noweli"" Russella raczej się nie udaje, to ""Joy"" i tak wychodzi na swoje.",15.0,12.0,1.0
neutral,negative,"[się, blondynka, ten, przeciętność, pyzaty, powyżej, nie, udać, udźwignąć, film]",5.0,0.0,"Uroczej, pyzatej blondynce nie udało się udźwignąć tego filmu powyżej przeciętności.",11.0,10.0,1.0
positive,negative,"[warto, rod, co, zaskoczenie, chwila, ratować, za, wyborny, że, rozczarowanie, nadzieja, wszelki, aktorstwo, on, banał, próbować, telenowela, przekonanie, cena, życiowy, swoisty, się, tylko, rezygnować, huśtawka, zmierzyć, nie, marzenie, i, bez, w, grzęznąć, z]",5.0,0.045454545454545456,"Budując przekonanie, że nie warto rezygnować z życiowych marzeń, tylko za wszelką cenę próbować się z nimi zmierzyć, co chwilę grzęźnie w banałach rodem z telenoweli. Tą swoistą huśtawkę nadziei i rozczarowań ratuje - bez zaskoczeń - wyborne aktorstwo.",39.0,33.0,7.0
negative,negative,"[w, dwa, kiepski, ten, monotonność, być, postać, nie, obronić, nawet, dialog, i, godzina, nuda, stan, dobra, film, płaski]",5.0,-0.25,"Bite dwie godziny nudy, kiepskich dialogów, płaskich postaci i monotonności. I nawet dobra Jennifer Lawrecene nie jest w stanie obronić tego filmu.",22.0,18.0,6.0
positive,negative,"[zdecydowanie, męczący, wyjść, o, interesujący, kino, za, wydźwięk, i, nieforemny, długi, feministyczny, film]",5.0,0.23076923076923078,"Zamiast interesującego filmu o feministycznym wydźwięku, wyszło kino nieforemne, męczące i zdecydowanie za długie. Rozczarowanie.",15.0,13.0,5.0
negative,negative,"[aktorka, historia, ale, jeden, wtórny]",5.0,-0.1,"Optymistyczna, ale wtórna historia jednej aktorki.",6.0,5.0,2.0
negative,negative,"[bez, komedia, dramat, i]",5.0,-0.75,Komediodramat bez komedii i bez dramatu.,6.0,4.0,3.0
negative,negative,"[tym, różnorodny, film, odsetek, Wiele, wykonać, mały, chociażby, bardzo, zostać, on, w, poprawnie, lecz, element]",4.5,-0.16666666666666666,"Wiele w tym filmie różnorodnych elementów, lecz bardzo mały ich odsetek został wykonany chociażby poprawnie.",15.0,15.0,3.0
positive,negative,"[zachowywać, on, się, prowadzony, styl, ręka, własny, go, reżyser, przemyślać, dorobić, jakby, znudzić, który, tak]",4.0,0.03333333333333333,"Skrajnie nieprzemyślany, niedorobiony, prowadzony ręką reżysera, który zachowuje się tak, jakby znudził go jego własny styl.",16.0,15.0,5.0
positive,negative,"[a, Zellweger, Lawrence, Rossellini, się, kleić, kreskówka, nie, postać, jak, gra, z]",4.0,0.041666666666666664,"Jennifer Lawrence gra jak Renee Zellweger, a Isabella Rossellini jak postać z kreskówki. To się nie klei!",17.0,12.0,2.0
negative,negative,"[co, Russell, mieć, się, za, nie, koncepcja, wątek, radość, ciężkostrawny, raz, tytułowy, zbyt, grosz, na, przez, wiele, i, połączyć, stała, w, produkcja]",4.0,-0.045454545454545456,"Russell połączył zbyt wiele koncepcji i wątków na raz, przez co produkcja stała się ciężkostrawna. Niestety, w Joy, nie ma za grosz tytułowej radości.",24.0,22.0,6.0
positive,positive,"[razem, Tym, film, zaszklić, na, się, rzadko, mi, oczyć, naprawdę, kino, jednak, wzruszać]",10.0,0.07692307692307693,Bardzo rzadko wzruszam się na filmach. Tym razem jednak naprawdę zaszkliły mi się oczy. Wielkie kino.,16.0,13.0,1.0
positive,positive,"[świetny, bokserski, kina]",10.0,0.6666666666666666,Kawał świetnego kina bokserskiego.,4.0,3.0,1.0
positive,positive,"[głowa, z, czapka, czekać, wszyscy, taki]",10.0,0.08333333333333333,Na takiego Rocky'ego wszyscy czekali - czapki z głów.,9.0,6.0,1.0
neutral,positive,"[należny, wyczucie, mieć, i, szacunek, cyklowy, kontynuować, mądrość, być, z, przywilej, który]",9.0,0.0,"Zrobiony jest z wyczuciem, szacunkiem i mądrością należną cyklowi, który ma przywilej kontynuować.",13.0,12.0,1.0
positive,positive,"[szczery, sam, siedemdziesiątka, ujmująco, empatyczny, jak, być, prostolinijny, film]",9.0,0.07407407407407407,"Dobiegający siedemdziesiątki Rocky Balboa jest jak sam film: szczery, empatyczny, ujmująco prostolinijny.",12.0,9.0,3.0
positive,positive,"[godny, uwaga, udany, wyjątkowo, faktycznie, i, film]",9.0,0.21428571428571427,Jest faktycznie filmem wyjątkowo udanym i godnym uwagi.,8.0,7.0,2.0
positive,positive,"[który, dzieło, złoty, i, historia, się, kinematografia, cały, zarówno, jak, w, wpisać, litera]",9.0,0.0641025641025641,"Ponadczasowe dzieło, które złotymi literami wpisze się zarówno w historię ""Rocky'ego"", jak i całej kinematografii.",15.0,13.0,3.0
positive,positive,"[hit, gdyby, nieliczny, jeden, też, być, lato, kontynuacja, spojrzeć, a, ostatnie, rzetelny, na, sprzed, udany, naprawdę, miesiąc, z, film]",9.0,0.05263157894736842,"Kawał rzetelnego filmu, a gdyby spojrzeć na ostatnie 12 miesięcy, jest też jedną z nielicznych naprawdę udanych kontynuacji hitów sprzed lat.",21.0,19.0,3.0
positive,positive,"[czas, część, oryginalny, seria, od]",9.0,0.1,"Najlepsza część serii od czasu oryginalnego ""Rocky'ego"".",7.0,5.0,2.0
positive,positive,"[rozrywka, dawny, heros, sequel, film, nowa, nieliczny, który, jakość, być, świat, składać, rządzić, i, z, przez, wat, zupełnie, hołd, ewenement, filmowy, tworzyć]",8.5,0.09090909090909091,"W świecie rozrywki rządzonym przez sequele, rebooty i remake'i ""Creed"" jest ewenementem. Jednym z nielicznych filmów, które składając hołd dawnemu herosowi, tworzą zupełnie nową filmową jakość.",26.0,22.0,5.0
positive,positive,"[nawiązywać, ten, do, prawdziwy, gdy, wisienka, późno, finał, tort, być, historia, zarówno, ringowy, i, na, jak, Ryan]",8.3,0.047058823529411764,"Najlepszy jest finał, zarówno ten ringowy, jak i później, gdy Ryan Coogler nawiązuje do historii Rocky'ego - prawdziwa wisienka na torcie.",21.0,17.0,2.0
negative,positive,"[seans, dobrze, porwać, nie, fan, inny, świst, wyprowadzać, by, już, odgłos, dać, kina, i, ring, usłyszeć, obowiązkowy, dawno, cios, sportowy, być, się]",8.3,-0.022727272727272728,"Tak dobrze już dawno nie było. Wystarczy usłyszeć świst wyprowadzanych ciosów i inne odgłosy ringu, by dać się porwać ""Creedowi"". Dla fanów kina sportowego - seans obowiązkowy.",27.0,22.0,5.0
positive,positive,"[postać, legendarny, mistrzowski, i, połączyć, z, po]",8.0,0.6428571428571429,"Historię z ""Creeda"" i postać legendarnego Rocky'ego połączono po mistrzowsku.",10.0,7.0,3.0
positive,positive,"[stary, kin, w, rozrywka, film, dobry, rewolucyjny, nie, dawno, styl, być, być, satysfakcjonujący, tak]",8.0,0.20952380952380953,"Nie jest filmem rewolucyjnym. Jednak dawno nie było w kinie tak satysfakcjonującej rozrywki w starym, dobrym stylu.",17.0,14.0,5.0
negative,positive,"[wszystko, nim, miarodajny, tempo, ani, nie, ruch, niczym, być, ruchy, odmierzyć, jedno, i, czuć, bokserski, równe, dopasować, fałszywy, w]",8.0,-0.05263157894736842,"Ma równe i miarodajne tempo, nie czuć w nim ani jednego fałszywego ruchu, wszystko jest odmierzone i dopasowane niczym bokserskie ruchy.",21.0,19.0,5.0
positive,positive,"[i, godny, zagrać, uwaga, wyreżyserować, napisać]",8.0,0.25,"Pozycja godna uwagi. Dobrze napisana, wyreżyserowana i zagrana.",8.0,6.0,1.0
negative,positive,"[do, ten, sprawa, się, głównie, za, nie, odkurzyć, postanowić, kolejny, raz, by, film, on, obronić, mi, postać, który, serce, po]",8.0,-0.015000000000000003,"Przypadł mi do serca głównie za sprawą Stallone'a, który po raz kolejny postanowił odkurzyć postać Rocky'ego. Bez niego ten film by się nie obronił.",24.0,20.0,7.0
neutral,positive,"[dech, schody, otrzymać, się, trzeba, szczyt, wdrapywać, zobaczyć, pierś, spektakl, widok, na, zapierać, przejmujący, u, jak, w, który, aby]",8.0,0.0,"Przejmujący spektakl, który trzeba zobaczyć. To jak wdrapywanie się na schody, aby u szczytu otrzymać przejmujący widok, który zapiera dech w piersi.",22.0,19.0,4.0
negative,positive,"[dawać, przesadzić, co, prosty, odkurzyć, nie, dobry, seria, jednak, sportowy, i, lukier, po, to, widz, w, dramat, z, statua]",8.0,-0.02982456140350877,"Twórcy nie przesadzili jednak z lukrem i odkurzyli po prostu statuę Rockiego dając widzom to co najlepsze z serii. Również to, co najlepsze w dramacie sportowym.",26.0,19.0,4.0
