index,emotion,rate,text,detectedEmotion,correct_guess,score,text_length,text_length_bin
81,negative,4.0,"[oczekiwanie, oczekiwać, spełnić, spodziewać, się, kiepski, film, to, ten, tenże, też, aktorstwo, par, parać, para, główny, ani, trochę, trocha, film, to, ten, soft, porno, dla, znudzić, znudzony, kur, kura, domowy, nastolatka, nastolatek, nadzieja, na, dokształcić, film, zarówno, jak, jaka, książka, co, tylko, przypuszczać, gdyż, się, on, nie, torturować, taka, tak, pokazywać, pokazować, infantylny, naiwność, kobieta, który, maić, maja, mieć, nadziać, nadzieja]",negative,True,1,495,49
82,negative,1.0,"[co, powiedzieć, ojciec, ocean, tym, ten, to, już, zostać, ten, film, być, okropnie]",negative,True,1,88,8
83,negative,1.0,"[mój, mieć, ocena, ten, film, chociaż, po, zwiastun, już, uznać, że, być, czytać, książka, dlatego, on, nie, wiedzieć, jaka, jak, jaki, być, wiek, porównać, porównanie, on, film, ale, serio, seria, film, on, nie, zasługiwać, na, ocena, wysoki, niżyć, niża, nizać, niż, strasznie, słaby, naprawdę, on, nie, rozumieć, dlaczego, podobać, podoba, się, kobieta, aż, do, to, ten, że, niejeden, film, pornograficzny, być, wrócić, do]",negative,True,1,458,45
84,negative,1.0,"[film, oficjalnie, zostawać, zły, film, jaka, jak, jaki, wiek, żyć, życie, tylko, za]",positive,False,0,90,9
85,positive,6.0,"[czas, bohater, on, nie, mówić, że, być, adoptować, potem, pot, rapt, raptem, mama, tato, tata, brat, siostra]",positive,True,1,115,11
86,negative,4.0,[],negative,True,1,2,0
87,positive,7.0,"[te, ten, ty, twarz, fajny, ale, zdecydowanie, zdecydować, być, dobry, gdyby, pan, pokazać, dużo, więcej, niżyć, niża, nizać, niż, jeden, ten, sławny, przystojny, on, nie, powiedzieć, ale, on, nie, widać, po, on, nim, żaden, emocja, emocje]",positive,True,1,254,25
88,negative,2.0,"[tysiąckroć, wola, woleć, Pan]",negative,True,1,33,3
89,negative,3.0,"[ja, miąć, okay, OK, zaczynać, się, dla, on, to, ten, kompletnie, odmienny, to, ten, bogaty, multimilioner, który, wiek, wieko, wiek, lato, rok, mój, mieć, kilkadziesiąt, milion, na, zabawny, że, roczek, latko, grać, gra, roczek, latko, udzielać, wywiad, cichy, szary, się, że, każdy, kobieta, wiek, on, biuro, być, ładny, oda, od, ten, szary, Alo, Ali, Al, Ala, filmowy, to, ten, właśnie, on, najbardziej, pasować, by, dołączyć]",positive,False,0,451,45
90,negative,4.0,"[rozumieć, tylko, pierwsza, pierwszy, część, książka, żeby, wiek, ogół, sprawdzić, ojciec, ocean, co, tyle, tyli, tył, to, ten, co, pamiętać, nigdy, się, taka, tak, on, nie, uśmiać, na, lektura, dla, naprawdę, polecać, Alo, Ali, Al, Ala, dalej, daleko, już, on, nie, czytać, obawa, że, mima, mimo, ubaw, dostać, co, do, film, serio, seria, ojciec, ocean, co, chodzić, si, spodziewać, Książek, być, idiotyczny, więc, jaka, jak, jaki, mieć, miał, niby, być, bycie, zwyczajnie, głupia, głupieć, głupi, głupio]",negative,True,1,542,54
91,positive,6.0,"[kobieta, ulec, uległy, mężczyzna, już, tu, pisać, ojciec, ocean, odwrotny, wiedzieć, dlaczego, twierdzić, że, kobieta, ten, pomysł, on, nie, przypaść, go, on, gust, ja, miąć, taka, taki, sytuacja, być, ojciec, ocean, wiele, bardzo, podniecający, podniecać, pierwszy, tom, cały, czas, zastanawiać, się, nad, zmiana, by, być, gdyby, strona, dominować, była, były, być, jakiś, charyzmatyczny, seksowny, inteligentny, spokojny, nieco, nieśmiały]",positive,True,1,469,46
92,negative,3.0,"[mini, recenzja, ile, ił, szumieć, szum, towarzyszyć, niebezpiecznie, zbliżać, się, do, poziom, głośny, wyemitować, dźwięk, na, Ziemia, ojciec, ocean, tyle, tyli, tył, już, pierwsza, pierwsze, pierwszy, minuta, film, utwierdzić, ja, miąć, wiek, przekonać, przekonanie, że, on, nie, musić, musza, musieć, się, nigdzie, ewakuować, ani, tenże, też, dokonywać, rekonstrukcja, swój, swoje, prywatny, top, topić, film, ojciec, ocean, miłość, czy, lista, list, dobry, aktor, spokój, przystąpić, zatem, do, śledzić]",positive,False,0,542,54
93,positive,6.0,"[wiedzieć, co, sądzić, uciąć, połowa, książka, notabene, stylistycznie, napisać, na, miara, do, to, ten, masa, on, zrobić, wiek, ogół, jej, on, korekta, tenże, Alo, Ali, Al, Ala, wrócić, do, napisać, odczucie, odczuć, wiek, stosunek, być, taki, móc, to, ten, wyjaśnić, po, prosty, przelecieć, jak, jaka, maślak, po, za, krótki, urywany, urywać, szast]",negative,False,0,376,37
94,positive,8.0,"[Elena, Robinson, mi, ja, coś, umknąć, czy, przypadek, wiek, film, on, nie, być, postać, Elena, pani, Lincoln, robinson, on, nie, widzieć, wiek, obsada, kto, mój, mieć, on, zagracić, zagrać, czy, przypadek, on, nie, usunąć, jej, on, postać, być, to, ten, co, najmniej, mało, dziwny, bo, wiek, książka, jej, on, wątek, być, dość, szeroki, on, sam, mój, mieć, duży, wpływ, na]",negative,False,0,399,39
95,negative,5.0,"[być, oceniać, to, ten, film, taka, tak, samo, sam, jak, jaka, drugi, druga, przeczytać, wszystek, częsty, część, książka, być, zachwycić, no, móc, może, pomijać, końcówka, ostatni, po, obejrzeć, film, wielki, rozczarować, rozczarowanie, pominąć]",negative,True,1,266,26
96,positive,9.0,"[cały, wiek, skowronek, rewelacja, świetny, film, świetnia, świetny, świetnić, aktor, świetny, aktorstwo, Oscar, zero, kwiatek, serduszka, serduszko]",positive,True,1,156,15
97,positive,9.0,"[film, szczerza, szczerze, że, kiedy, obejrzeć, raz, film, on, nie, być, ja, miąć, się, podobny, do, film, Alo, Ali, Al, Ala, po, ponowny, obejrzeć, stwierdzać, że, być, pokazać, jak, jaka, miłość, zmieniać, główny, bohater, maić, maja, mieć, do, się, ale, przed, wszystek, wszystko, wszyscy, obejrzeć, na, spokojnie, zrozumieć, przesłać, przesłanie, aktor]",negative,False,0,382,38
98,positive,7.0,"[film, dla, dorosły, dorosła, dostały, dostać, film, się, jak, jaka, zobaczyć, chyba, chcieć, filmowy, pornol, dostały, dostać, zdanie, zdać, być, spoko, powinien, ale, pan, jednak, być, inny, badziewie, który, podostawać, czy, nawet, świecić, idiotyczny, akcja, raczej, raczy, jej, on, brak, czy, zdolności, zdolność, właśnie, kończyć, kontrowersyjny]",negative,False,0,375,37
99,negative,2.0,"[to, ten, fenomen, Wiele, moi, moja, mój, moje, znajomy, znajoma, płeć, żeński, oczywiście, być, zafascynować, tym, ten, to, film, sam, ja, miąć, ten, film, być, taka, taki, bajka, tylko, że, bajka, pokazywać, pokazować, po, prosty, toksyczny, związek, związka, wiedzieć, jak, jaka, się, tym, ten, to, znieść, postać, Christian, on, nie, być, co, tu, dobre, dobry, to, ten]",negative,True,1,395,39
100,negative,2.0,[],negative,True,1,2,0
101,negative,1.0,"[ciekawy, fatalny, realizacja, po, prosty, nudny, czekać, żeby, si, jak, jaka, szybko, scena, były, być, wręcz, wręczyć, żenujący, żenować, mieć, powiać, dramatyzm, doprowadzać, do, głośny, szkoda, bo, że, sam, temat, wiek, sum, suma, zbyt, mało, wyrazisty, wiek, moi, moja, mój, moje, odczucie, odczuć, zagrać, właśnie, on, grać, to, ten, jakby, on, nie, czulić, czuły, czuć, si, dobrze, wiek, ten]",negative,True,1,426,42
102,positive,8.0,"[wstyd, aby, kicz, się, podobać, mówić, kicz, ale, on, nie, się, podobać, oglądać, się, bardzo, lekko, ojciec, ocean, to, ten, mi, ja, chodzić, po, praca, ciężki, dzień, sex, książka, przejść, przeszły, wiek, fan, on, nie, widzieć, wyobrażać, się, co, by, być, aktor, obsadzić]",negative,False,0,301,30
103,negative,1.0,"[film, być, dowód, na, porażka, feministka, on, bezdenny, ryk, piana, piać, na, usta, walczyć, ojciec, ocean, wyzwolić, wyzwolenie, kobieta, spod, jarzmo, złe, zły, patriarchat, kobieta, gdy, tylko, dać, da, się, on, imienia, im, imiesłów, dużo, więcej, dostać, prawo, prawy, prawić, tym, ten, to, silnie, być, on, jeść, wykorzystywać, do, wpieprzyć, się, jeszcze, głęboko, wiek, za, niedorzeczność, bzdura, ustanawiać, jakiś, konwencja, ojciec, ocean, przemoc, wobec, kobieta, narzekać, przez, feministka]",negative,True,1,535,53
104,negative,2.0,"[co, za, szajs, tenże, też, taki, coś, mój, mieć, czelność, istnieć, brak, mi, ja, słowić, słowa, słowo, po]",negative,True,1,120,12
105,negative,5.0,"[ojciec, ocean, nic, niczym, raz, się, uśmiechnąć, kilka, raz, wrazić, wrażenie, że, amerykan, on, nie, potrafić, robić, film, ojciec, ocean, można, możny, zrobić, taka, tak, gładki, czysta, czysty, higieniczny, scena, ojciec, ocean, taki, rodzaj, wyuzdanie, wyuzdać, prosty, playboy, miesiąc, na, to, ten, uczłowieczyć, on, nie, golić, łono, aktorka, czy, on, nie, powiększać, jej, on, biust, ale, to, ten, taka, tak, niewiele, jakoś, się, oglądać, do]",negative,True,1,478,47
106,negative,4.0,"[wiek, tym, ten, to, film, być, pokazać, wyuzdać, wyuzdany, jak, jaka, powszechnia, powszechnie, to, ten, reklamować, to, ten, ja, nawet, on, nie, wiedzieć, że, taki, taka, seks, kinematograficzny]",negative,True,1,203,20
107,negative,5.0,"[taki, taka, diabeł, straszny, przebrnąć, przez, książka, on, nie, dać, ciekawość, obejrzeć, film, no, jak, jaka, oczyścić, fabuła, ten, wszystek, wszyscy, to, ten, on, nie, być, aż, taka, tak, że, gdyby, on, nie, zło, zły, sława, powieść, na, film, tenże, też, by, pies, on, nie, wieszać, romansidło, jak, jaka, wiele, spełniać, tylko, funkcja, ozdobnik, bo, przecież, wcale, on, nie, ojciec, ocean, to, ten, wiek]",negative,True,1,442,44
108,positive,8.0,"[sam, koneser, sztuk, sztuka, filmowy, się, znaleźć, aktor, muzyk, muzyka, zdjęcia, zdjęcie, zdjąć, oraz, wszelki, inny, aspekt, to, ten, film, spełnić, moja, mój, moje, oczekiwanie, oczekiwać, nawet, on, jeść, być, taca, taki, cholernie, prozaiczny, to, ten, tylko, film, on, nie, kalka, prawdziwy, żyć, życie, przeciętny, zjadacz, nasz, nasi, nasze, cichy, pragnienie, większość, kobieta, marzyć, ojciec, ocean, atletycznie, zbudować, szorstki, przy, tym, ten, to, czuły]",positive,True,1,497,49
109,positive,8.0,"[pomóc, przed, sam, koniec, film, Christian, wiek, koniec, wyleczyć, swój, swoje, pasożyt, odbyt, zakończyć, się, ten, wątek]",negative,False,0,133,13
110,positive,10.0,"[Polska, wersja, obsada, Christian, Mateusz, Steel, Joanna, Emilia, Antoni, Królikowski, Karolin, Karolina, Jakub, Wesołowski, Rom, Roma, Maciej, Rodriguez, Stefan, Wilkes, Agnieszka, Steel, Mariusz, Bonaszewski]",negative,False,0,214,21
111,negative,3.0,"[się, na, tym, ten, to, się, zobaczyć, dużo, więcej, pasja, przecież, ojciec, ocean, to, ten, chodzić, wiek, tym, ten, to, dobry, oda, od, cały, Muzyk, Muzyka, jak, jaka, dla, przereklamować, aktorski, nic, niczym, on, nie, jeszcze, około, godzina, film, żeby, przedstawić, emocja, emocje]",positive,False,0,301,30
112,negative,1.0,"[dawać, jedynka, uwaga, na, fajny, muzyka, to, ten, okroić, wiek, porównać, porównanie, we, film, on, nie, dać, da, się, zawrzeć, wszystek, wszystko, ale, bez, beza, wiele, głównia, główny, bohater, przy, czytanie, czytać, powieść, wyłaniać, mi, ja, się, niezwykle, przystojny, czarować, czarujący, oraz, delikatny, śliczny, błyszczący, błyszczeć, film, pokazać]",positive,False,0,388,38
113,negative,1.0,"[Złota, Malina, za]",negative,True,1,20,2
114,negative,1.0,"[latać, rok, lato, latać, rok, lato, odkąd, przeczytać, książka, oglądać, raz, zwiastun, wiek, ciąg, dzień, teraz, myśleć, myślić, że, teraz, on, przeczytać, to, ten, on, nie, polubić, ten, książka, natomiast, trzeba, przyznać, że, książka, film, ten, soundtrack, maić, maja, mieć, swoić, swój]",negative,True,1,321,32
115,positive,7.0,"[erotyczny, czy, słychać, krytyka, kierować, wiek, strona, jednak, minimum, oglądać, film, on, nie, potrafić, dostrzec, wiek, wiek, on, nim, tylko, słabo, zekranizować, książka, słaby, elementy, element, erotyczny, myśleć, myślić, że, to, ten, on, maić, maja, mieć, być, bycie, główny, mój, mieć, ukazywać, uczucie, uczuć, rodzić, rodząca, się, między, dwa, główny, bohater, mima, mimo, dziwny, fetysz, upodobanie, seksualny]",positive,True,1,456,45
116,negative,5.0,"[czytać, książka]",negative,True,1,20,2
117,positive,6.0,"[film, dla, ja, miąć, to, ten, film, ojciec, ocean, samotność, lęk, przed, si, to, temu, ten, przyjrzeć, co, rekompensować, się, główny, bohater, taki, upodobanie, aktorski, dobry, niejeden, polski]",positive,True,1,208,20
118,negative,2.0,"[wiek, sum, suma, on, nie, wiedzieć, jak, jaka, go, on, niby, zły, on, nie, być, ale, arcydzieło, teza, on, nie, być, ale, drugi, druga, strona, pójść, go, on, oda, od, taka, tak, obejrzeć, ale, on, nie, szukać, wiek, on, nim, jakiś, głęboki, głębszy, sens, wiece, wiec, wiek, sum, suma, zły, on, nie, być, choć, mi, ja, brakować]",negative,True,1,349,34
119,negative,2.0,"[lecieć, na, ten, gniot, ciągnąć, ja, miąć, by, taka, tak, beznadziejny, książeczka, tematyka, niby, dla, dorosły, dorosła, wiek, zasada, wiek, formia, forma, opowiastka, skierować, do, zidiociały, kur, kura, niski, oda, od, zasób, słownictwo, jedynie, zasób, drugi, druga, strona, po, to, ten, typ, film, być, bycie, tylko, zasada, ale, to, ten, taka, tak, jakby, porównywać, zatwardzieć, zatwardzenie, zatwardzić]",negative,True,1,435,43
120,positive,6.0,"[mój, mieć, być, bycie, te, ten, ty, cały, masa, klaps, koniec, sam, wiek, się, on, nie, być, zły, ale, tyle, tyli, tył, słyszeć, ojciec, ocean, ten, niby, kontrowersyjny, książka, myśleć, że, akcja, być, już, bardzo, podobać, mi, ja, się, rok, świetny, rola, oraz, gdzie, bardzo, dobry, epizod, mieć, miał, Bell, jako, jaka, Pan]",negative,False,0,352,35
121,negative,4.0,"[słabiutko, bardzo, słabiutko, bez, beza, klimat, bez, beza, dobry, muza, niestety, porażka]",negative,True,1,95,9
122,negative,5.0,"[nic, nica, specjalny, ciekawość, nic, nica, się, że, oglądać, wiek, dom, on, nie, wiek, kino, kinąć, kin, kina, przynajmniej, on, nie, wydać, na, bilet, bo, mieć, za, to, ten, zapłacić, to, ten, raczej, raczy, on, nie, być, zadowolony, zadowolić, taka, tak, wydać]",negative,True,1,280,28
123,negative,1.0,"[bohaterka, mój, mieć, emocja, emocje, mimika, na, poziom, on, to, ten, kręty, kręcić, to, ten, faktycznie, coś, on, nim, on, nie, Pan, Józek, Józka, warzywniak, być, bardzo]",negative,True,1,183,18
124,positive,9.0,"[Alo, Ali, Al, Ala, jednak, on, nie, dla, wszystek, wszyscy, rozumieć, taka, tak, częsty, czepiać, się, do, można, możny, po, film, bądź, być, przeczytać, książka, nadal, myśleć, że, twarz, oznaczać, że, bohater, co, chwila, mój, mieć, inny, twarz, to znaczy, inaczej, już, by, on, nie, być, twarz, tylko, jakiś, milczeć, milczenie, owca]",positive,True,1,361,36
125,positive,7.0,"[dlaczego, on, nie, być, zwieść, browning, on, nie, grać, gra]",negative,False,0,66,6
126,positive,7.0,[],negative,False,0,2,0
127,negative,2.0,"[rozszerzyć, długi, ojciec, ocean]",negative,True,1,36,3
128,positive,6.0,"[część, książka, oraz, film, opierać, się, głownia, na, to, ten, wiedza, wiedzieć, daleki, częsty, część, książka, maić, maja, mieć, już, inny, on, nie, przekreślić, to, ten, film, być, strasznie, ciekawy, jak, jaka, ukazać, daleki, jak, jaka, dla, ja, miąć, bardzo, dobrze, dobrać, dobrany, soundtrack, uważać, to, ten, za, być, porno, to, ten, dziwo, dziw, dziwa, się, iż, taka, tak, często]",negative,False,0,424,42
129,negative,4.0,"[być, zacząć, to, ten, oglądać, to, ten, myśleć, coś, czuj, czuja, czuć, że, to, ten, on, nie, cały, bo, być, to, ten, taka, tak, syfiasty, skończyć, to, ten, on, nie, być, tragicznie, jak, jaka, się, to, ten, mi, ja, się, to, ten, zwyczajnie, beż, tragedia, ale, tenże, też, bez, beza, to, ten, jako, jaka, zwykły, zwyknąć, film, romantyczny, domieszka]",negative,True,1,377,37
130,negative,5.0,"[obiektywnie, ten, film, wiek, kino, kinąć, kin, kina, wtedy, stwierdzić, że, to, ten, dno, dna, trzy, metr, muł, kompletny, porażka, współczesny, stwierdzić, że, dać, dama, ten, produkcja, druga, drugi, wypicie, wypić, około, dwa, butelka, wina, wino, miła, miły, atmosfera, samotny, wieczór, wieczor, on, nie, być, wcale, taki, taka, kilka, zabawny, moment, widać, że, aktor, nawet, się, starać, lektor, pozwalać, poświęcić, dużo, więcej, uwaga, na]",negative,True,1,478,47
131,negative,5.0,"[nominacja, dla, to, ten, dzieło]",negative,True,1,34,3
132,positive,7.0,"[Pan, się, czy, chcieć, aby, wasz, druga, drugi, drug, połówka, ten, oby, na, pewno, późno, podołać, nowe, nowy, nowa, zachcianka, wasi, wasz, kobieta]",negative,False,0,159,15
133,positive,6.0,"[fenomen, to, ten, film, on, nie, przestawać, ja, miąć, my, zgadzać, się, tym, ten, to, że, ten, film, cóż, tu, dużo, mówić, być, Alo, Ali, Al, Ala, mima, mimo, wszystko, mima, mimo, to, ten, że, każdy, słyszeć, negatywny, opinia, ojciec, ocean, tym, ten, to, film, twarz, być, jedno, jeden, najbardziej, kasowy, film, dużo, człowiek, ludzie, obejrzeć, go, on, wiek, każdy, słyszeć, że, ten, film, to, ten, gniot, film, który, być, naprawdę, dobre, dobry, mama, mieć, mamić, tu, na, myśleć, myśl, myślić, dobry]",positive,True,1,545,54
134,negative,2.0,"[nudny, film, wyłączyć, po, pół, poła, póła]",negative,True,1,52,5
135,positive,9.0,"[całkiem, namiętny, dość, pikantny, ale, smak]",positive,True,1,50,5
136,positive,6.0,"[potencjał, film, moi, moja, mój, moje, zdanie, zdać, ten, film, mieć, miał, wiek, się, duży, potencjał, ale, on, nie, zostać, on, książka, tenże, też, on, nie, powalać, na, kolano, ale, pomysł, moi, moja, mój, moje, zdanie, zdać, wykonać, wykonanie, trochę, trocha, źle, gorzeć]",negative,False,0,300,30
137,negative,3.0,"[cieniutki, wielki, hala, halo, tu, nuda]",negative,True,1,41,4
138,negative,1.0,"[myśleć, że, lud, człowiek, ludzie, się, uwziąć, na, ten, film, okazać, się, się, dołączać, do, człowiek, ludzie, który, ten, film, gdyż, być, on, po, prosty]",negative,True,1,175,17
