comments,emotion,rate
Niezły - ale nie mający ambicji siłowania się z gatunkowymi schematami i nie grzeszący składnym przesłaniem.,positive,6.0
"Bardziej od potworów i duchów bałem się panującej niepewności, nad tym czy to co widzę na ekranie jest prawdziwe czy nie, oraz czy bohater podejmie dobrą decyzje, czy może doprowadzi się do ostatecznej zagłady. Szkoda tylko że reżyserzy stawiając głównie na surrealistyczne przedstawienie strachu, zaniedbują strefę ludzkiej psychiki i naszych pierwotnych lęków.",negative,5.0
"Nie wykorzystuje swojego potencjału. Z pomysłem wyjściowym można było zrobić naprawdę wiele, a dostaliśmy tylko przewidywalny spacer po lesie - popłuczyny po ""Blair Witch Project"".",negative,5.0
"Z dobrą obsadą, ciekawą grą aktorską, ale niewyróżniający się w morzu innych strasznych produkcji.",negative,5.0
"Nie sprawdza się jako horror. Ma mało scen obliczonych na straszenie, a jak już sceny takie się trafiają, to przypominają wyświechtane jasełka, zebrane trochę od sasa do lasa z różnych mniej lub bardziej znanych produkcji.",negative,4.0
"Chociaż całość wydaje się zrealizowana poprawnie, a do warstwy aktorskiej naprawdę trudno się przyczepić, to w ogólnym rozrachunku ""Las samobójców"" okazuje się produkcją pozbawioną wyrazu i irytującą za sprawą psychologicznej płycizny i wątpliwych motywacji dla fabuły scenariusza.",negative,3.5
"Posklejany z klisz, krztuszący się narracyjnymi unikami i skrótami, zmontowany ""na kolanie"" - wtórny do bólu.",negative,3.3
"Nie trzyma w ogóle w napięciu, a jedyne jego symptomy odnajdujemy na samym końcu tego rozwleczonego do dziewięćdziesięciu minut ""dzieła"".",negative,2.0
"Podobnie jak zdecydowana większość współczesnych przedstawicieli gatunku horroru amerykańskiego głównego nurtu, ""Las samobójców"" ujawnia objawy znacznej większości schorzeń, które trawią tenże gatunek w ostatnich latach.",negative,2.0
Intrygująca przestrzeń w filmie Jasona Zady została sprowadzona do roli pierwszego lepszego miejsca akcji horroru ze straszydłami wyskakującymi z regularnością rozkładu miejskiego metra.,negative,2.0
"Przywodzi na myśl... średnio strawny kotlet. Nie ma w nim kulinarnych popisów, ale mięsem jest w nim kompilacją najpopularniejszych filmów z YouTube'a, których tematem jest sport ekstremalny, jajkiem-spoiwem kryminalna fabuła, a to wszystko obtoczone w panierce z pseudo filozofii New Age i Zielonych.",positive,7.0
"Bardzo fotogeniczne cacko. Zamiast na efekty specjalne, Core postawił przy jego realizacji na współpracę z prawdziwymi sportowcami, którzy sami wykonali większość niebezpiecznych sekwencji. Jako widowisko akcji w 3D jego film sprawdza się zatem znakomicie.",positive,6.0
"Zasadniczo powtórkowy i trochę zbędny remake, który w zestawieniu z pierwowzorem wypada dość blado. Nie można mu jednak odmówić naprawdę solidnego wykonania, rewelacyjnych efektów specjalnych i zapierających dech w piersiach sekwencji akcji.",positive,6.0
"Mimo sporej liczby fabularnych dziur, produkcja wciąga. Nie jest to na pewno dobry film, gdyż pod uwagę należy brać każdy aspekt produkcji, jednak warto zwrócić na niego uwagę.",negative,5.0
"Drętwe dialogi, marne aktorstwo - pięknie wyrzeźbione ciała i dobre sceny akcji czynią z tego przydługie wideo z youtube.",negative,5.0
"Kaskaderskie popisy zyskały na atrakcyjności, ale zniknął gdzieś wesoły duch i klimat oryginału.",negative,5.0
"Produkcja Core'a fabularnie kuleje, zawodzi w konstrukcji bohaterów, a zbytnie nadęcie potrafi nawet zniszczyć zapierające dech w piersiach zdjęcia.",negative,5.0
Broni się wyłącznie jako pokaz efektownych akcji kaskaderskich. Tyle że przecież to miał być film...,negative,4.0
"Popłuczyny po filmie Kathrym Bigelow, którego jest ekstremalnie nieudanym remakiem.",negative,4.0
"Nudna akcja, ""martwa"" relacja między bohaterami i napuszone dialogi sprawiają, że ""Na fali"" ogląda się bardzo ciężko.",negative,3.0
"Przepiękne krajobrazy i może dwie z kilku sekwencji, przedstawiających realizowane przez bohaterów, ekstremalne wyzwania. A co do reszty, widzowi pozostaje przede wszystkim niesmak.",negative,3.0
"Pełne nieokiełznanej wolności świadectwo lat 90. zamieniono w pseudofilozoficzny eko-bełkot o hipsterach, którzy mają za dużo wolnego czasu.",negative,2.0
"Miało być ""na fali"", a jest ""punkt załamania"".",negative,2.0
Beznadziejny remake kinowego przeboju z 1991. Bardziej pokaz sportów ekstremalnych niż film sensacyjny.,negative,1.7
"Wszystkie siedem epizodów - jest ich tyle, ile pięter musi pokonać nieśmiertelna staruszka - scala absurdalny humor, społeczna krytyka i muzyka Amona Tobina.",positive,8.0
"Niekonwencjonalny, nietypowy, absurdalny, surrealistyczny.",positive,7.0
Fantastyczna żonglerka hollywoodzkimi konwencjami gatunkowymi.,positive,7.0
"Jak już się wejdzie w ten klimat, zostaje się z całkiem miłą niespodzianką: wciąż istnieje kino surrealistyczne i wciąż można je robić po prostu dobrze, twórczo.",positive,6.0
"Dzieło oryginalnego twórcy, kreatywnie posługującego się różnymi wariacjami gatunku filmowego, do obejrzenia z zaciekawieniem i zapomnienia.",positive,6.0
"Absurd goni kolejny absurd, a twórcy bawią się nim i tworzą prężnie zrealizowane, momentami przekombinowane kino artystyczne, będące swego rodzaju satyrą, obrazującą uniwersalne społeczeństwo.",positive,6.0
"Taki poziom czarnego, absurdalnego humoru z Węgier nie spodoba się każdemu. Jest nieźle, ale szału nie ma.",negative,5.0
"Rzecz jest nierówna, niektóre pomysły są bardziej dziwaczne, niż oryginalne i choć film trwa krótko zdarzają się w nim dłużyzny.",negative,5.0
"Kolaż mniej lub bardziej spełnionych pomysłów autora, ostatecznie wypadający - mimo kilku zadowalających części - strasznie nijako.",negative,5.0
"O dziecięcych dylematach opowiada bez infantylizacji, jest emocjonalnie uczciwy. Do tego pielęgnuje ducha młodego odkrywcy i uczy.",positive,6.7
"Całość nadaje się raczej do niedzielnej ramówki niż na srebrny ekran. To kino familijne, które ani nie idzie w świadomą stylizację retro, ani nie zwraca się w stronę moralitetu.",positive,6.0
Kawałek porządnie zrobionego kina familijnego.,negative,5.0
Zaskakująco ambiwalentny film: brutalna kpina z amerykańskiego snu o równości połączona z jego cichą afirmacją.,positive,10.0
"Trzyma tempo, żongluje odniesieniami, w formie i dialogach nie boi się autoparodii, po mistrzowsku używa symboli, nadając wielu scenom i całości metaforycznych znaczeń.",positive,10.0
"Ósmy dowód na to, że nie trzeba kończyć żadnych szkół, aby zostać wybitnym reżyserem. Trzeba mieć tylko kino i filmową narrację we krwi.",positive,9.5
"Quentin Tarantino w typowym dla siebie stylu serwuje widzom elementy akcji i komedii, nie zapomina jednak o ""ambitniejszych"" odbiorcach, którzy nie powinni czuć się rozczarowani kreacją portretów psychologicznych bohaterów.",positive,9.5
"Jest doświadczeniem absolutnie wciągającym i intrygującym, na które koniecznie trzeba wybrać się do kina.",positive,9.2
"Z jednej strony imponujący popis filmowego rzemiosła, z drugiej doskonałe w swojej obrzydliwości studium natury ludzkiej i świata przedstawionego zamkniętego w bańce skrajnego nihilizmu.",positive,9.0
"Nie najlepszy film Tarantino, ale na pewno jego film.",positive,9.0
"Tarantino w klasycznym wydaniu, z charakterystycznymi dla jego kina motywami. Ponownie mamy znakomity scenariusz, rewelacyjne dialogi, barwne postacie i krwawy spektakl przemocy.",positive,9.0
"Film, w którym wszystko zostało odmierzone doskonale, każdy ze składników zadziałał w odpowiednim momencie, by stworzyć jakość perfekcyjną, uwodzącą, pochłaniającą warstwą słowną, muzyczną i obrazową.",positive,9.0
"Dowód na to, że przez dwie dekady z górką kino niedoścignionego mistrza kreatywnego recyklingu znacznie wyewoluowało technicznie i zarazem pozostało niezmienne w swej istocie.",positive,9.0
Kolejny klejnot w koronie niewątpliwego króla kinematografii ostatnich lat.,positive,9.0
"Ten kontekst jest prawdopodobnie elementem, który urzeka mnie tu najmocniej. Ta gospoda, ten sklep, ta chata, jakkolwiek zwał, w której pozorne schronienie znajdują przeróżne charaktery, jest na tych kilka godzin jak taka mała Ameryka.",positive,9.0
"Zanurkowałem w krew i bebechy, przysnąłem, gdy było za dużo gadania, wbiłem się w fotel z przerażenia, otworzyłem szeroko oczy z niedowierzania, mlasnąłem z ukontentowania obserwując naturalistyczno-groteskową grę aktorską.",positive,9.0
"Świetnie napisany, zagrany i zrobiony z miłości do gatunku. Łączący w sobie epicki oddech z kameralnością teatru, patos z ironią, makabrę z niespodziewanym liryzmem.",positive,9.0
"Kwintesencja wszystkiego, co kinomaniacy kochają w jego działach: akcja, krew, przemoc i... bogactwo tematyki.",positive,8.3
"Dobry film, z perfekcyjnie budowanym napięciem, wspaniałymi zdjęciami i muzyką oraz z bezwzględnymi postaciami w surowym świecie Dzikiego Zachodu.",positive,8.3
"Wszystko tutaj łączy się w spójną, choć trochę rozwlekłą całość. Postacie, scenariusz, muzyka i zdjęcia, a nawet nazbyt dłużące się momenty scalają się w jedność, która pomimo swych prawe 3 godzin trwania jest dobrą, a przede wszystkim bardzo kreatywną opowieścią.",positive,8.3
"Łączy western z suspensem na poziomie, którego nie powstydziłby się Alfred Hitchcock. Nie zabrakło tutaj niczego z charakterystycznego stylu Tarantino: jest brutalność słowna i fizyczna, ignorowanie poprawności politycznej, charakterystyczni bohaterowie o podwójnej moralności, motyw zemsty i oczywiście silnie zarysowany pastisz.",positive,8.3
"Fani rozwlekłych, soczyście-ironicznych dialogów będą zachwyceni, co nie powinno ujść uwadze akademików przyznających Oscary.",positive,8.3
"Bez wątpienia obraz ten jest wyjątkowy - jednak nie każdy jest w stanie to dostrzec. Właśnie to czyni go piekielnie dobrym - nie jest zwyczajnym zapychaczem, nie będąc równocześnie filmem wybitnym.",positive,8.1
"Godny polecenia nie tylko dla fanów Quentina Tarantino, ale również dla całej reszty. Posiada intrygującą i wciągającą historię, ciekawe postacie, rewelacyjne aktorstwo oraz wyśmienite wykończenie.",positive,8.1
"Reżyser stworzył tu dzieło, które jest hołdem wobec spaghetti westernów Sergia Leone, jednak jak zawsze dodaje tu także coś od siebie. Jeśli komuś nie bardzo pasuje ten gatunek filmowy, to powinien wiedzieć, że tu mamy do czynienia z jego nową formą, przerobioną po Quentinowsku.",positive,8.0
"Jakkolwiek byśmy nie chcieli jednak spojrzeć na nowe dzieło Tarantino, jest to film absolutnie fascynujący!",positive,8.0
"Mimo pewnych wad, to Tarantino z wysokiej półki, gdzie większość klocków stoi równo.",positive,8.0
"Jest filmem dopracowanym w każdym najmniejszym szczególiku. Postacie są mocno zarysowane, mają barwne, zróżnicowane charaktery.",positive,8.0
"Ogląda się ze sporym zainteresowaniem, rozwój akcji potrafi niekiedy mocno zaskoczyć, a inscenizacja poszczególnych scen przypomina, że za kamerą stoi człowiek, który zafundował widzom kilka naprawdę wspaniałych filmów.",positive,8.0
"Zabawa jest naprawdę przednia, a do świetnego aktorstwa i zaskakującego scenariusza dorzucić trzeba jeszcze bardzo dobre zdjęcia oraz oscarową muzykę sędziwego Ennio Morricone.",positive,8.0
"Pierwszy raz oglądając film Tarantino, przyłapałem się na tym, że w pewnym momencie poczułem znużenie. Ale nawet jeżeli gdzieś z tyłu głowy kołacze się myśl, że reżyser ""Pulp Fiction"" powoli zaczyna zjadać własny ogon, to wciąż pozostaje starym dobrym Tarantino.",positive,8.0
"Może niektórych przyprawić o wymioty, ale wolę to, niż niesmak w buzi po nudnym amerykańskim pre sequelu z superbohaterami w obcisłych strojach.",positive,8.0
Dla takiego oczyszczającego seansu warto wejść do wypełnionej przez Tarantino sadzawki krwi i ludzkich wnętrzności.,positive,8.0
"Nie jest najlepszym filmem Tarantino, ale nie jest też najgorszym.",positive,8.0
"Nikt nie zawiedzie się na ""Nienawistnej ósemce"".",positive,8.0
Dobrze opowiedziana historia z soczystym finałem. Tarantino w formie.,positive,8.0
"Wszystko, czego oczekiwaliśmy od Tarantino, tylko mocniej, bardziej i dłużej. Kawał świetnego kina dla fanów tego gatunku.",positive,8.0
"Z pewnością nie jest to najlepszy film spod ręki Tarantino, ale mistrz wciąż ma to ""coś"".",positive,7.5
"Przegadana i krwawa, jednak cechy te reżyser ograł w inny niż zwykle sposób.",positive,7.5
"Produkcja niewątpliwie warta uwagi, ale trochę przeciągnięta. Zabrakło jakichś ostatecznych szlifów, nie obyło się bez nietrafionych pomysłów.",positive,7.3
"Jest świetnie zdanym testem, dowodzącym wprawdzie perfekcyjnego opanowania wszystkich sztuczek, których reżyser dotąd się nauczył, ale w żadnym wypadku nie podnoszącym poprzeczki.",positive,7.0
"Choć ""Nienawistnej ósemki"" nie można nazwać rozczarowaniem, bo jak każdy film Tarantino prezentuje poziom lepszy od niejednej amerykańskiej produkcji, to jednak pozostawia po sobie uczucie pewnego niespełnienia.",positive,7.0
"Bardziej niż dobry i absolutnie nie mogę powiedzieć, by było to ""byle co"". Czuć jednak lekki spadek formy.",positive,7.0
"Zimowy western Amerykanina to wciąż świetne kino, ale o dziwo chyba tym razem, było za dużo Tarantino w Tarantino.",positive,7.0
"Ma swoje wady i zalety, ale potrafi się obronić. Nie można mu odmówić dobrego aktorstwa i ogólnej frajdy, choćby z tradycyjnej krwawej jatki, ale na specjalne wyróżnienie zasługuje muzyka - genialna - Ennio Morricone, który wraca do westernu po przeszło 30 latach i robi to dla siebie w typowym mistrzowskim stylu.",positive,7.0
Perfekcyjnie zrealizowany western z dużą dozą kryminalnej zagrywki.,positive,7.0
Uczta dla kinofili pełna tropów i zagadek opatulona białym zimowym puchem.,positive,7.0
"Warty zobaczenia, nawet jeśli jest za bardzo przegadany i miejscami za długi.",positive,7.0
"Dałam się kupić moralizatorskiemu geniuszowi, który wzniosłe sekwencje przeplata totalną rzezią.",positive,7.0
Liczne zwroty akcji jedynie zacieśniają nasz uścisk na poręczy kinowego fotela.,positive,7.0
"Reżyser nie stworzył wybitnego dzieła, jednak utrzymał się na przyzwoitym poziomie.",positive,7.0
"Quentin Tarantino powrócił do swojego ulubionego gatunku, spaghetti western, i serwuje nam tym razem ciekawy kowbojski kryminał.",positive,7.0
Jeden z najsłabszych filmów Quentina Tarantino.,positive,7.0
"Raczej nie zaskoczy fanów kina uprawianego przez Quentina Tarantino. Ten film jest kwintesencją jego stylu, kopalnią zapożyczeń z kina i popkultury oraz - a może przede wszystkim - masturbacją nad własną twórczością.",positive,7.0
"Bardzo tarantinowski western, w którym pada dużo słów i leje się dużo krwi.",positive,6.7
"Oferuje widowni rozrywkę na wysokim poziomie. Jednak reżyser swoimi poprzednimi dziełami podniósł poprzeczkę tak wysoko, że nawet jemu samemu jest trudno do niej doskoczyć.",positive,6.7
